TRACTFIPS,STATE,COUNTY,POPULATION,RISK_SCORE,RISK_RATNG,hurricane_risk,flood_risk,tornado_risk,my_risk_score,my_risk_rating,RPL_THEMES
22003950400,Louisiana,Allen,3830,87.95129144270561,Relatively High,84805.89168394406,0.0,7650.597721496848,99.96969782371617,Relatively Low,0.6246
22003950501,Louisiana,Allen,3380,86.27217809066259,Relatively High,101933.010095782,0.8101493161586782,2494.5216028852547,99.96970348932221,Relatively Low,0.5095
22003950502,Louisiana,Allen,3484,75.93944727203538,Relatively Moderate,59616.77590705453,0.0,1511.1151137772868,99.9696938332202,Relatively Low,0.8248
22005030102,Louisiana,Ascension,5218,98.64790943252628,Very High,800686.7288587142,307.2814943751132,536.0121371817312,99.96979707903056,Very High,0.2126
22005030104,Louisiana,Ascension,3680,96.17323883365837,Relatively High,394000.7800994102,278.0263885994235,248.10377453599892,99.96975263652233,Relatively High,0.1166
22005030105,Louisiana,Ascension,6741,99.51124958378918,Very High,1046083.6083718836,615.7323280747858,786.8381911508634,99.96979495277975,Very High,0.1782
22005030106,Louisiana,Ascension,2353,94.15521095942539,Relatively High,430089.7523201227,240.13063493517265,436.37091023737696,99.96982660225807,Very High,0.2595
22005030107,Louisiana,Ascension,3167,97.1590638824145,Very High,473010.1508615986,298.9810126771623,204.38433432127314,99.969780806664,Relatively High,0.0828
22005030207,Louisiana,Ascension,6372,97.36360176949056,Very High,825487.2224338573,234.5843535864777,688.9826325369462,99.96977492441479,Relatively High,0.1804
22005030208,Louisiana,Ascension,4410,97.0306331161109,Relatively High,546982.1696513862,225.63317741143047,368.9478395767764,99.96976521444383,Relatively High,0.1158
22005030209,Louisiana,Ascension,2632,87.98696665556771,Relatively High,238964.4448265013,189.36597521801818,110.86790349940576,99.96973514121672,Relatively Moderate,0.0286
22005030210,Louisiana,Ascension,5952,96.41701945488275,Relatively High,677300.3189369232,218.2514562637296,417.0958447712471,99.96975345183576,Relatively High,0.0616
22005030211,Louisiana,Ascension,6881,95.41216762593348,Relatively High,705230.7454628975,226.0612134738082,491.4891549417362,99.96974508673253,Relatively High,0.0565
