ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
22,Louisiana,LA,22041,Franklin Parish,22041,"Franklin Parish, Louisiana",624.298187161692,19752,0,8936,43,7308,313,7829,662,676,194,1692,296,2857,348,1317,269,3751,105,4916,50,2957,396,734,207,24,84,6812,7,30,23,1991,263,66,65,383,157,1099,38,41.7,3.5,9.2,2.6,23.2,3.9,21.8,2.6,7.0,1.4,19.0,0.5,24.9,0.3,15.7,2.1,10.1,2.8,0.1,0.5,34.5,0.0,0.3,0.3,22.3,2.9,0.9,0.9,5.2,2.2,5.6,0.2,0.8413,0.873,0.5397,0.9206,0.254,3.4286,0.8571,0.7937,0.746,0.2857,0.7937,0.0635,2.6826,0.6825,0.3333,0.3333,0.3333,0.0794,0.5873,0.0635,0.1587,0.7619,1.6508,0.127,8.0953,0.5714,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17072,2638,288,6007,379,328,0,44,74,9,15,4,6,420,386,0,22,36.1,3.8,30.4,1.9,1.7,0.0,0.2,0.4,0.0,0.1,0.0,0.1,2.1,2.0,0.0,0.2
22,Louisiana,LA,22043,Grant Parish,22043,"Grant Parish, Louisiana",643.187421330716,22185,0,9023,45,6719,313,5188,932,323,161,1297,253,3075,464,1861,463,3372,101,4598,73,3757,498,372,151,442,144,5508,170,43,60,2696,407,105,72,504,179,3030,125,27.3,4.9,4.0,2.0,19.3,3.7,19.6,3.0,9.7,2.4,15.2,0.5,20.7,0.3,19.6,2.6,5.6,2.2,2.1,0.7,24.8,0.8,0.4,0.7,29.9,4.5,1.6,1.1,7.5,2.7,13.7,0.6,0.3175,0.0476,0.254,0.7143,0.9206,2.254,0.4286,0.2381,0.127,0.7302,0.0476,0.9206,2.0635,0.3016,0.1746,0.1746,0.1746,0.127,0.8095,0.2381,0.381,0.9048,2.4604,0.5079,6.9525,0.3175,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,15780,1547,336,3281,114,1190,0,75,57,205,112,0,26,718,265,39,27,23.0,4.9,14.8,0.5,5.4,0.0,0.3,0.3,0.9,0.5,0.0,0.2,3.2,1.2,0.2,0.1
22,Louisiana,LA,22045,Iberia Parish,22045,"Iberia Parish, Louisiana",574.740804723124,69958,0,31102,39,26954,523,23063,1580,1986,443,6283,756,7944,717,5539,716,10923,141,17760,43,11611,924,2451,386,1136,288,29811,334,949,271,6009,607,1329,343,3092,543,822,27,33.4,2.3,6.3,1.4,23.3,2.8,17.3,1.6,8.0,1.0,15.6,0.2,25.4,0.1,16.8,1.3,9.1,1.4,1.7,0.4,42.6,0.5,3.0,0.9,19.3,2.0,5.0,1.3,11.5,1.9,1.2,0.0,0.5556,0.4921,0.5714,0.5873,0.5238,2.7302,0.5873,0.2857,0.9048,0.4921,0.619,0.8254,3.127,0.8413,0.619,0.619,0.619,0.6508,0.4286,0.9365,0.9048,0.2222,3.1429,0.8571,9.6191,0.8413,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,3,66014,4185,540,21683,658,3095,0,1858,115,76,59,0,33,2711,735,388,249,15.5,2.0,31.0,0.9,4.4,0.0,2.7,0.2,0.1,0.1,0.0,0.1,3.9,1.1,0.6,0.4
22,Louisiana,LA,22047,Iberville Parish,22047,"Iberville Parish, Louisiana",618.719203223876,30210,0,13302,212,11042,428,7180,869,992,265,2018,336,4346,580,2261,543,5055,75,6188,110,4521,491,1074,303,476,252,15940,251,65,55,2699,406,289,105,840,241,2919,472,26.3,3.1,7.5,2.0,18.3,3.0,20.3,2.7,8.3,2.0,16.7,0.2,20.5,0.4,16.5,1.8,9.7,2.7,1.7,0.9,52.8,0.8,0.5,0.4,20.3,3.0,2.6,0.9,7.6,2.1,9.7,1.6,0.2698,0.6508,0.2222,0.7937,0.6508,2.5873,0.5238,0.5397,0.0952,0.4603,0.7143,0.8254,2.6349,0.6508,0.8571,0.8571,0.8571,0.2063,0.5079,0.6984,0.3968,0.8571,2.6665,0.619,8.7458,0.6984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33260,2063,344,13694,513,964,0,11,20,19,19,29,51,1034,526,189,234,18.7,2.9,45.3,1.7,3.2,0.0,0.0,0.1,0.1,0.1,0.1,0.2,3.4,1.7,0.6,0.8
22,Louisiana,LA,22049,Jackson Parish,22049,"Jackson Parish, Louisiana",569.37746299943,15093,0,7237,26,5461,230,5227,479,254,105,936,180,1804,298,1042,228,3099,32,3251,67,2926,337,442,128,97,123,4935,153,31,32,1409,254,107,55,582,140,968,35,37.0,3.4,4.9,2.0,17.1,3.2,16.7,2.7,7.4,1.6,20.5,0.2,21.5,0.4,20.7,2.4,8.1,2.3,0.7,0.9,32.7,1.0,0.4,0.4,19.5,3.5,2.0,1.0,10.7,2.5,6.4,0.2,0.7143,0.1905,0.1111,0.4921,0.3333,1.8413,0.2381,0.9048,0.1905,0.8889,0.4921,0.4762,2.9525,0.8095,0.2381,0.2381,0.2381,0.127,0.4603,0.3492,0.8413,0.7778,2.5556,0.5397,7.5875,0.4603,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11376,1455,208,3877,180,297,0,14,17,67,60,12,21,486,155,182,154,26.6,3.6,25.7,1.2,2.0,0.0,0.1,0.1,0.4,0.4,0.1,0.1,3.2,1.0,1.2,1.0
22,Louisiana,LA,22051,Jefferson Parish,22051,"Jefferson Parish, Louisiana",300.863602006144,436171,0,193740,220,176165,1214,105950,4347,13306,1014,52827,1928,39208,1695,45378,2353,77781,17,96252,44,68274,2137,12856,971,19298,1500,214825,671,27332,1579,3180,401,4480,598,12663,932,3273,128,24.5,1.0,6.0,0.5,30.0,1.1,12.8,0.6,10.5,0.5,17.8,0.1,22.1,0.1,15.8,0.5,7.3,0.5,4.7,0.4,49.3,0.2,14.1,0.8,1.6,0.2,2.5,0.3,7.2,0.5,0.8,0.0,0.1905,0.4286,0.8889,0.3016,0.9841,2.7937,0.619,0.6508,0.2698,0.3175,0.2222,1.0,2.4603,0.4762,0.8095,0.8095,0.8095,0.9683,0.0159,0.5873,0.3492,0.0952,2.0159,0.2222,8.0794,0.5397,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,421672,25341,1378,115266,1224,66079,0,17966,659,767,172,87,43,12422,1380,2238,712,14.4,0.8,26.4,0.3,15.1,0.0,4.1,0.2,0.2,0.1,0.0,0.1,2.8,0.3,0.5,0.2
22,Louisiana,LA,22053,Jefferson Davis Parish,22053,"Jefferson Davis Parish, Louisiana",651.520152300382,32277,0,14007,57,11682,345,8501,925,552,170,2320,399,3621,526,2120,421,5434,127,8126,48,5206,440,854,204,114,141,7413,179,180,91,2276,408,222,129,669,188,488,66,26.8,2.9,4.0,1.3,19.9,3.4,16.9,2.5,6.7,1.3,16.8,0.4,25.2,0.1,16.4,1.4,7.3,1.7,0.4,0.5,23.0,0.6,1.3,0.6,16.2,2.9,1.9,1.1,5.7,1.6,1.5,0.2,0.2857,0.0476,0.3175,0.5238,0.1746,1.3492,0.127,0.5556,0.873,0.4286,0.2222,0.2222,2.3016,0.4286,0.0952,0.0952,0.0952,0.3492,0.3175,0.2857,0.2381,0.2698,1.4603,0.0794,5.2063,0.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29009,2632,380,5388,256,837,0,2,3,107,107,0,30,1053,385,26,34,22.5,3.2,16.7,0.8,2.6,0.0,0.0,0.1,0.3,0.3,0.0,0.1,3.3,1.2,0.1,0.1
22,Louisiana,LA,22055,Lafayette Parish,22055,"Lafayette Parish, Louisiana",268.826453033506,243175,0,108681,99,97694,976,60209,3478,6518,706,24777,1556,17210,1399,18195,1576,34063,168,57910,0,29380,1665,7132,797,3279,594,86971,642,10444,942,10953,980,2416,492,6339,770,4655,128,25.3,1.5,5.2,0.6,25.4,1.6,10.5,0.8,7.6,0.7,14.0,0.1,23.8,0.0,12.2,0.7,7.3,0.8,1.4,0.3,35.8,0.3,9.6,0.9,10.1,0.9,2.5,0.5,6.5,0.8,1.9,0.1,0.2063,0.2063,0.6984,0.0794,0.3968,1.5872,0.2063,0.0952,0.5873,0.0,0.2222,0.7619,1.6666,0.0952,0.4444,0.4444,0.4444,0.9524,0.0952,0.5873,0.3333,0.4127,2.3809,0.4127,6.0791,0.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,285234,9976,951,62336,947,11370,0,4478,312,253,88,118,146,7487,1023,929,570,10.2,1.0,25.6,0.4,4.7,0.0,1.8,0.1,0.1,0.1,0.0,0.1,3.1,0.4,0.4,0.2
22,Louisiana,LA,22057,Lafourche Parish,22057,"Lafourche Parish, Louisiana",1067.792611230906,97220,0,41108,87,36828,492,26193,1893,2898,531,7446,683,11918,901,5913,836,15420,82,22155,0,16591,1060,2187,448,708,266,23256,218,1200,379,6542,596,831,243,2923,451,2245,57,27.6,2.0,6.5,1.2,20.2,1.8,18.0,1.4,6.1,0.9,15.9,0.1,22.8,0.0,17.2,1.1,5.9,1.2,0.8,0.3,23.9,0.2,2.9,0.9,15.9,1.5,2.3,0.7,7.9,1.2,2.3,0.1,0.3333,0.5079,0.3651,0.6349,0.0635,1.9047,0.2698,0.381,0.3651,0.5714,0.0635,0.5238,1.9048,0.1746,0.1429,0.1429,0.1429,0.619,0.2857,0.5397,0.4286,0.4444,2.3174,0.381,6.2698,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94503,6394,615,12823,660,4372,0,604,163,1868,219,2,4,3421,700,166,203,17.4,1.6,13.2,0.7,4.5,0.0,0.6,0.2,1.9,0.2,0.0,0.1,3.5,0.7,0.2,0.2
22,Louisiana,LA,22059,LaSalle Parish,22059,"LaSalle Parish, Louisiana",624.853282532174,14764,0,6195,27,4665,239,3239,582,309,159,589,174,1707,276,646,261,2328,93,3214,44,2080,376,550,186,56,90,2987,21,10,16,1667,241,92,66,221,114,1108,57,23.6,4.2,4.6,2.4,12.6,3.7,17.1,2.7,4.7,1.9,15.8,0.6,21.8,0.3,15.2,2.7,11.8,3.9,0.4,0.6,20.2,0.1,0.2,0.3,26.9,3.9,2.0,1.4,4.7,2.4,7.5,0.4,0.1587,0.1587,0.0317,0.5556,0.0159,0.9206,0.0317,0.3492,0.2222,0.254,0.9206,0.2222,1.9682,0.2063,0.0317,0.0317,0.0317,0.0159,0.7619,0.3492,0.127,0.8095,2.0635,0.2381,4.984,0.0317,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,13202,607,144,1732,268,582,0,278,225,58,59,78,62,259,115,0,22,13.0,3.0,11.7,1.8,3.9,0.0,1.9,1.5,0.4,0.4,0.5,0.4,1.8,0.8,0.0,0.3
22,Louisiana,LA,22061,Lincoln Parish,22061,"Lincoln Parish, Louisiana",471.636101160392,48323,0,20491,66,18043,423,18863,1367,918,447,6033,678,2983,450,3301,711,6664,59,9461,0,6209,641,1806,317,266,166,22655,269,991,259,3587,440,264,151,1560,389,3860,131,42.4,3.1,4.2,2.0,33.4,3.7,11.3,1.7,6.9,1.5,13.8,0.1,19.6,0.0,13.0,1.3,10.0,1.7,0.6,0.4,46.9,0.6,4.9,1.3,17.5,2.1,1.5,0.8,8.6,2.2,8.0,0.3,0.8571,0.0952,0.9683,0.127,0.2222,2.2698,0.4444,0.0794,0.0476,0.0476,0.7778,0.381,1.3334,0.0317,0.7619,0.7619,0.7619,0.8095,0.3651,0.2063,0.5714,0.8254,2.7777,0.7302,7.1428,0.3492,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55047,3216,366,18055,575,1550,0,670,76,231,206,32,46,1782,537,335,271,17.8,1.9,37.4,1.2,3.2,0.0,1.4,0.2,0.5,0.4,0.1,0.1,3.7,1.1,0.7,0.6
22,Louisiana,LA,22063,Livingston Parish,22063,"Livingston Parish, Louisiana",648.131162458788,143425,0,57984,47,49770,871,28487,3036,3067,929,8696,904,10737,1090,11542,1693,19405,136,36479,0,19218,1396,3937,707,1755,553,22041,616,2575,568,12658,959,1261,355,2063,381,1019,33,20.0,2.1,4.5,1.3,17.5,1.8,11.3,1.1,8.1,1.2,13.5,0.1,25.4,0.0,13.5,1.0,7.9,1.4,1.3,0.4,15.4,0.4,4.5,1.0,21.8,1.7,2.5,0.7,4.1,0.8,0.7,0.0,0.0635,0.127,0.1746,0.127,0.5714,1.0635,0.0794,0.0635,0.9048,0.1111,0.4762,0.6984,2.254,0.381,0.0159,0.0159,0.0159,0.7778,0.5714,0.5873,0.0952,0.0635,2.0952,0.2698,5.4286,0.1111,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,104918,5347,821,10684,595,6367,0,1168,180,133,105,1,2,3423,845,265,256,10.7,1.7,7.4,0.4,4.4,0.0,0.8,0.1,0.1,0.1,0.0,0.1,2.4,0.6,0.2,0.2
22,Louisiana,LA,22065,Madison Parish,22065,"Madison Parish, Louisiana",624.174346875702,10028,0,4391,32,3092,171,4384,446,183,70,821,160,1527,218,962,196,1632,11,2571,82,1732,233,504,114,72,118,6651,19,250,111,578,104,205,90,412,112,1607,63,51.8,5.2,5.8,2.1,26.6,5.0,23.5,3.4,11.3,2.3,16.3,0.1,25.6,0.8,20.3,2.7,16.3,3.6,0.8,1.3,66.3,0.2,5.7,2.5,13.2,2.4,6.6,2.9,13.3,3.6,16.0,0.6,0.9841,0.381,0.7619,0.9524,1.0,4.0794,0.9841,0.4762,0.9365,0.8254,0.9841,0.5238,3.746,0.9524,0.9524,0.9524,0.9524,0.8254,0.1587,0.9841,0.9841,0.9524,3.9047,1.0,12.6825,1.0,1,0,0,1,1,3,0,1,0,1,0,2,1,1,0,0,1,1,1,3,9,10311,1090,192,6243,42,294,0,0,22,17,16,0,22,97,42,0,22,35.3,5.4,62.3,0.4,2.9,0.0,0.0,0.4,0.2,0.2,0.0,0.4,1.0,0.4,0.0,0.4
22,Louisiana,LA,22067,Morehouse Parish,22067,"Morehouse Parish, Louisiana",794.949545655134,25438,0,11913,39,9474,340,10488,924,907,275,2538,377,3311,365,1921,349,4821,43,5891,51,4101,513,816,202,60,126,13242,111,190,105,2226,330,289,136,979,283,817,48,42.7,3.8,8.8,2.7,26.8,3.9,19.1,2.1,7.8,1.4,19.0,0.2,23.2,0.2,16.6,2.1,8.6,2.1,0.3,0.5,52.1,0.4,1.6,0.9,18.7,2.8,3.1,1.4,10.3,2.9,3.2,0.2,0.873,0.7937,0.7937,0.6984,0.4603,3.6191,0.873,0.7937,0.4603,0.4762,0.5714,0.1746,2.4762,0.5397,0.8413,0.8413,0.8413,0.4127,0.4127,0.8095,0.7937,0.619,3.0476,0.8095,9.9842,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21855,3042,429,12269,87,392,0,131,45,13,18,38,51,312,105,87,105,32.1,4.0,48.2,0.3,1.5,0.0,0.5,0.2,0.1,0.1,0.1,0.2,1.2,0.4,0.3,0.4
22,Louisiana,LA,22069,Natchitoches Parish,22069,"Natchitoches Parish, Louisiana",1253.32264620267,37478,0,18605,270,13866,412,13609,1126,1380,313,3803,365,2791,319,2804,421,6205,64,8510,41,6005,464,1309,238,41,103,18394,302,1173,258,4518,341,304,124,1111,203,1996,666,38.4,3.1,8.9,1.9,27.4,2.5,12.5,1.4,7.6,1.1,16.6,0.2,22.7,0.1,16.4,1.3,9.5,1.7,0.1,0.3,49.1,0.8,6.3,1.4,24.3,1.8,2.2,0.9,8.0,1.4,5.3,1.8,0.7619,0.8254,0.8254,0.2698,0.3968,3.0793,0.7143,0.5238,0.3333,0.4286,0.6667,0.0635,2.0159,0.254,0.7937,0.7937,0.7937,0.8889,0.7143,0.4603,0.4762,0.7302,3.2699,0.9048,9.1588,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36670,3659,357,15117,234,948,0,237,84,273,71,0,30,1180,280,639,243,26.4,2.5,40.3,0.6,2.5,0.0,0.6,0.2,0.7,0.2,0.0,0.1,3.1,0.7,1.7,0.6
22,Louisiana,LA,22071,Orleans Parish,22071,"Orleans Parish, Louisiana",169.499423948646,380408,0,193999,215,155669,1148,124265,4009,16040,1202,59479,1642,30604,1496,31938,1733,60419,9,74728,36,51951,1905,12956,930,4405,546,263206,539,31439,1380,782,185,2101,364,27134,1128,14239,366,33.9,1.1,8.4,0.6,38.2,1.0,11.3,0.6,8.5,0.5,15.9,0.1,19.6,0.1,13.9,0.5,8.3,0.6,1.2,0.2,69.2,0.1,16.2,0.7,0.4,0.1,1.3,0.2,17.4,0.7,3.7,0.1,0.619,0.7619,1.0,0.127,0.7143,3.2222,0.7778,0.381,0.0476,0.1429,0.5079,0.6667,1.7461,0.1111,0.9683,0.9683,0.9683,0.9841,0.0,0.1111,1.0,0.6508,2.746,0.7143,8.6826,0.6825,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,4,424771,28588,1077,215595,1397,21528,0,10646,280,404,109,61,38,11835,1208,3137,931,18.4,0.7,56.7,0.4,5.7,0.0,2.8,0.1,0.1,0.1,0.0,0.1,3.1,0.3,0.8,0.2
22,Louisiana,LA,22073,Ouachita Parish,22073,"Ouachita Parish, Louisiana",610.349253565818,159585,0,70178,92,59595,859,51966,2453,4733,696,19413,1158,12553,923,12412,1512,24441,164,39084,0,21617,1324,5842,631,598,250,68892,678,3254,495,9971,845,1184,316,5242,553,5885,157,33.8,1.6,6.5,0.9,32.6,1.9,12.0,0.9,8.0,1.0,15.3,0.1,24.5,0.0,13.9,0.9,9.8,1.0,0.4,0.2,43.2,0.4,4.6,0.7,14.2,1.2,2.0,0.5,8.8,0.9,3.7,0.1,0.6032,0.5079,0.9524,0.2222,0.5238,2.8095,0.6349,0.254,0.7143,0.1429,0.746,0.2222,2.0794,0.3175,0.6508,0.6508,0.6508,0.7937,0.1746,0.3492,0.619,0.6508,2.5873,0.5714,8.127,0.5873,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171785,11801,845,59433,697,3709,0,1786,110,174,94,19,12,3197,922,574,339,19.8,1.4,37.2,0.4,2.3,0.0,1.1,0.1,0.1,0.1,0.0,0.1,2.0,0.6,0.4,0.2
22,Louisiana,LA,22075,Plaquemines Parish,22075,"Plaquemines Parish, Louisiana",780.18719553178,23305,0,9560,33,8172,200,5307,812,489,186,1655,316,2130,341,1256,296,3111,162,5833,0,3301,403,573,144,358,162,8917,145,157,117,2659,329,284,173,435,142,417,48,23.1,3.5,4.4,1.7,20.3,3.8,13.7,2.2,5.6,1.3,13.3,0.7,25.0,0.0,14.8,1.8,7.0,1.8,1.6,0.7,38.3,0.6,1.7,1.2,27.8,3.4,3.5,2.1,5.3,1.7,1.8,0.2,0.1429,0.1111,0.381,0.3492,0.0476,1.0318,0.0635,0.0476,0.7937,0.2222,0.1746,0.7937,2.0318,0.2698,0.5079,0.5079,0.5079,0.4603,0.7937,0.8413,0.1746,0.3968,2.6667,0.6508,6.2382,0.2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25441,983,223,4577,364,1885,0,996,63,225,118,23,38,1162,480,49,42,12.0,2.7,19.6,1.6,8.1,0.0,4.3,0.3,1.0,0.5,0.1,0.2,5.0,2.1,0.2,0.2
22,Louisiana,LA,22077,Pointe Coupee Parish,22077,"Pointe Coupee Parish, Louisiana",556.875003789562,20652,0,11020,40,8203,312,5955,766,655,292,1804,350,2781,356,1788,423,4395,41,4414,2,5266,545,348,144,155,154,8292,123,101,76,2650,364,108,47,463,190,120,2,29.1,3.7,7.4,3.2,22.0,4.2,19.0,2.5,8.7,2.1,21.3,0.2,21.4,0.1,25.7,2.7,4.3,1.7,0.8,0.8,40.2,0.6,0.9,0.7,24.0,3.3,1.3,0.6,5.6,2.3,0.6,0.0,0.4127,0.6349,0.4762,0.6825,0.746,2.9523,0.6984,0.9683,0.1746,0.9841,0.0317,0.5238,2.6825,0.6667,0.5714,0.5714,0.5714,0.254,0.6984,0.1111,0.2222,0.0476,1.3333,0.0476,7.5395,0.4286,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,15759,1655,256,6984,261,649,0,63,65,40,39,0,26,533,289,23,41,20.2,3.1,33.8,1.3,3.1,0.0,0.3,0.3,0.2,0.2,0.0,0.2,2.6,1.4,0.1,0.2
22,Louisiana,LA,22079,Rapides Parish,22079,"Rapides Parish, Louisiana",1320.830188614678,129536,0,58076,106,48544,646,36192,2143,3339,542,11956,869,10672,967,11254,1311,21199,152,32198,0,22531,1185,5201,557,966,257,51214,236,2474,387,8618,749,996,240,4637,432,3984,119,28.7,1.7,5.7,0.9,24.6,1.8,12.4,1.1,8.9,1.0,16.4,0.1,24.9,0.0,17.8,0.9,10.7,1.1,0.8,0.2,39.5,0.2,4.2,0.7,14.8,1.3,2.0,0.5,9.6,0.9,3.1,0.1,0.3651,0.3651,0.6667,0.254,0.7937,2.4446,0.4603,0.5079,0.746,0.6508,0.8571,0.5238,3.2856,0.873,0.5556,0.5556,0.5556,0.7302,0.2063,0.3492,0.7302,0.5873,2.6032,0.5873,8.889,0.7143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138117,7466,568,40238,534,4572,0,1523,259,488,122,15,16,4086,647,292,170,15.4,1.1,31.1,0.4,3.5,0.0,1.2,0.2,0.4,0.1,0.0,0.1,3.2,0.5,0.2,0.1
22,Louisiana,LA,22081,Red River Parish,22081,"Red River Parish, Louisiana",388.979652182976,7631,0,3603,35,2934,201,2702,481,101,55,582,168,1038,217,703,213,1464,0,1799,0,1523,256,217,104,8,79,3382,5,3,21,1162,185,26,28,142,61,194,11,37.2,6.6,3.3,1.9,19.8,5.6,20.4,4.3,9.5,2.9,19.2,0.0,23.6,0.0,20.5,3.4,7.4,3.5,0.1,100.0,44.3,0.1,0.1,0.6,32.3,5.1,0.9,1.0,4.8,2.1,2.5,0.1,0.7302,0.0159,0.3016,0.8095,0.9048,2.762,0.6032,0.8254,0.5079,0.8571,0.3016,0.0635,2.5555,0.6032,0.6825,0.6825,0.6825,0.0,0.8889,0.0635,0.1429,0.4603,1.5556,0.1111,7.5556,0.4444,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6151,723,135,2979,178,168,143,0,20,0,20,0,20,222,124,13,20,24.6,4.5,39.0,2.3,2.2,1.9,0.0,0.6,0.0,0.6,0.0,0.6,2.9,1.6,0.2,0.3
22,Louisiana,LA,22083,Richland Parish,22083,"Richland Parish, Louisiana",555.612900058392,20028,0,8668,37,7295,220,7667,707,552,188,1486,244,2681,345,1790,504,3539,5,4765,75,2845,339,875,208,1,100,7891,17,63,50,1976,257,331,172,451,130,1103,34,40.1,3.7,6.8,2.2,20.4,3.3,19.9,2.5,9.4,2.6,17.7,0.1,23.8,0.4,14.9,1.8,11.9,2.8,0.0,0.5,39.4,0.1,0.8,0.6,22.8,3.0,4.5,2.4,6.2,1.7,5.5,0.2,0.7937,0.5714,0.4286,0.7302,0.873,3.3969,0.8413,0.619,0.5873,0.2381,0.9365,0.0,2.3809,0.4603,0.5397,0.5397,0.5397,0.2381,0.6349,0.9206,0.2857,0.746,2.8253,0.746,9.1428,0.7619,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,18736,2773,285,7127,118,473,0,0,26,21,31,0,26,270,125,0,26,38.0,3.8,35.6,0.6,2.4,0.0,0.0,0.2,0.1,0.2,0.0,0.2,1.3,0.6,0.0,0.2
22,Louisiana,LA,22085,Sabine Parish,22085,"Sabine Parish, Louisiana",866.624347571156,22209,0,13558,31,8339,351,8006,669,589,143,1862,266,2141,243,2122,381,4607,43,5161,21,4662,322,619,129,184,135,7514,136,141,76,5948,284,89,38,711,146,382,47,36.6,3.1,7.5,1.8,22.3,3.0,14.2,1.6,9.7,1.7,20.7,0.2,23.2,0.1,21.3,1.5,7.4,1.5,0.9,0.6,33.8,0.6,1.0,0.6,43.9,2.1,1.1,0.5,8.5,1.7,1.7,0.2,0.6825,0.6508,0.5079,0.381,0.9206,3.1428,0.7302,0.9206,0.4603,0.9206,0.3016,0.6032,3.2063,0.8571,0.2857,0.2857,0.2857,0.2698,1.0,0.0952,0.5556,0.3651,2.2857,0.3651,8.9205,0.746,0,0,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,4,18364,2323,314,3200,173,961,0,77,27,1238,156,0,26,1900,231,138,116,27.9,3.4,14.4,0.8,4.3,0.0,0.3,0.1,5.6,0.7,0.0,0.2,8.6,1.0,0.6,0.5
