ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
51,Virginia,VA,51153,Prince William County,51153,"Prince William County, Virginia",335.254504446774,481114,0,158642,106,152616,829,52566,3607,12147,1184,29732,1580,31052,1385,49210,2962,50434,60,128132,21,38731,1741,9702,854,25705,1649,288336,604,21134,1100,1677,386,4942,529,3583,476,3750,176,11.1,0.8,4.7,0.5,19.5,1.0,10.1,0.4,10.4,0.6,10.5,0.1,26.6,0.1,8.2,0.4,6.4,0.6,5.7,0.4,59.9,0.1,13.3,0.7,1.1,0.2,3.2,0.3,2.3,0.3,0.8,0.0,0.1136,0.5606,0.3182,0.4015,0.8712,2.2651,0.4167,0.0303,0.9848,0.0455,0.6591,0.9621,2.6818,0.6667,0.9318,0.9318,0.9318,0.8258,0.1894,0.9015,0.0758,0.197,2.1895,0.3409,8.0682,0.5833,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0,1,4,390046,5661,559,97109,1247,120125,0,46309,854,656,181,442,141,22027,1679,1668,416,3.7,0.4,20.2,0.3,25.0,0.0,9.6,0.2,0.1,0.1,0.1,0.1,4.6,0.3,0.3,0.1
51,Virginia,VA,51155,Pulaski County,51155,"Pulaski County, Virginia",319.838769739002,33841,0,17031,36,14455,428,6586,828,513,139,3021,429,2462,354,1732,310,7631,128,6037,51,6475,609,567,157,35,108,3362,71,509,191,1946,290,88,75,675,186,1122,27,20.3,2.6,3.3,0.9,20.9,2.9,9.7,1.4,5.3,0.9,22.5,0.4,17.8,0.2,19.8,1.9,3.9,1.1,0.1,0.3,9.9,0.2,3.0,1.1,11.4,1.7,0.6,0.5,4.7,1.3,3.3,0.1,0.4924,0.2273,0.4167,0.3561,0.1439,1.6364,0.2273,0.7121,0.2197,0.803,0.2576,0.0758,2.0682,0.2121,0.1667,0.1667,0.1667,0.4015,0.6515,0.1136,0.3788,0.6288,2.1742,0.3258,6.0455,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31984,3150,430,1688,152,658,0,167,93,3,6,73,90,708,175,65,62,21.8,2.8,5.0,0.5,1.9,0.0,0.5,0.3,0.0,0.1,0.2,0.3,2.1,0.5,0.2,0.2
51,Virginia,VA,51157,Rappahannock County,51157,"Rappahannock County, Virginia",266.372124627738,7422,0,3850,29,2823,207,1219,355,248,110,525,152,525,143,820,248,1968,71,1335,105,1017,214,43,53,32,74,978,141,0,26,30,26,34,33,45,49,9,6,16.5,4.8,6.5,2.9,18.6,5.2,9.4,2.6,11.1,3.3,26.5,0.9,18.0,1.4,13.7,2.9,1.5,1.9,0.4,1.0,13.2,1.9,0.0,0.7,0.8,0.7,1.2,1.2,1.6,1.8,0.1,0.1,0.3561,0.8636,0.2348,0.3258,0.9545,2.7348,0.5909,0.9242,0.2424,0.3939,0.0379,0.2955,1.8939,0.1212,0.2045,0.2045,0.2045,0.0,0.1439,0.3258,0.0227,0.0455,0.5379,0.0,5.3711,0.0985,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4891,356,149,327,111,318,0,16,29,18,24,0,19,220,113,79,138,12.6,5.2,4.4,1.5,4.3,0.0,0.2,0.4,0.2,0.3,0.0,0.5,3.0,1.5,1.1,1.9
51,Virginia,VA,51159,Richmond County,51159,"Richmond County, Virginia",191.477798829452,8968,0,3944,18,2834,173,1652,399,135,104,542,132,1692,292,458,203,1796,162,1552,0,1208,236,130,80,83,93,3546,2,164,71,475,174,24,42,178,71,1615,20,22.4,5.4,4.0,3.0,19.1,4.5,24.9,4.4,6.2,2.8,20.0,1.8,17.3,0.0,16.4,3.2,4.6,2.8,1.0,1.1,39.5,0.0,4.2,1.8,12.0,4.4,0.8,1.5,6.3,2.4,18.0,0.2,0.5606,0.4091,0.2576,0.9924,0.2879,2.5076,0.5227,0.5227,0.1894,0.5985,0.3864,0.6212,2.3182,0.3864,0.6894,0.6894,0.6894,0.5606,0.6894,0.197,0.5985,0.9621,3.0076,0.7652,8.5228,0.6439,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8546,603,177,2438,276,672,0,0,19,35,33,0,19,400,276,1,2,21.3,6.1,27.2,3.1,7.5,0.0,0.0,0.4,0.4,0.4,0.0,0.4,4.5,3.1,0.0,0.1
51,Virginia,VA,51161,Roanoke County,51161,"Roanoke County, Virginia",250.547409832058,96653,0,42135,48,39156,408,12655,1287,1250,294,8078,747,4682,473,4384,681,20967,94,19228,30,11726,857,2154,455,716,245,15487,340,5006,614,657,215,290,160,1774,404,2259,30,13.4,1.4,2.6,0.6,20.6,1.9,6.7,0.7,4.6,0.7,21.7,0.1,19.9,0.1,12.4,0.9,5.5,1.2,0.8,0.3,16.0,0.4,11.9,1.5,1.6,0.5,0.7,0.4,4.5,1.0,2.3,0.0,0.2121,0.0758,0.3864,0.1515,0.0909,0.9167,0.0833,0.6288,0.5455,0.25,0.5076,0.5606,2.4925,0.553,0.2879,0.2879,0.2879,0.7803,0.2576,0.1667,0.3409,0.5227,2.0682,0.303,5.7653,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91340,4658,493,5880,301,3402,0,3385,245,127,60,41,48,2398,424,254,233,11.9,1.3,6.1,0.3,3.5,0.0,3.5,0.3,0.1,0.1,0.0,0.1,2.5,0.4,0.3,0.2
51,Virginia,VA,51163,Rockbridge County,51163,"Rockbridge County, Virginia",596.55255535532,22673,0,11283,29,9368,330,4303,813,416,162,1522,260,1599,261,1384,369,6018,58,4048,72,3993,518,376,140,24,97,2125,242,318,113,1304,286,59,58,413,110,307,17,19.3,3.6,3.9,1.5,16.2,2.7,9.4,1.5,6.2,1.6,26.5,0.3,17.9,0.3,17.8,2.3,4.0,1.5,0.1,0.4,9.4,1.1,2.8,1.0,11.6,2.5,0.6,0.6,4.4,1.2,1.4,0.1,0.4394,0.3788,0.0833,0.3258,0.2879,1.5152,0.2045,0.9242,0.2273,0.7348,0.2879,0.0758,2.25,0.3409,0.1591,0.1591,0.1591,0.3864,0.6742,0.1136,0.3182,0.3333,1.8257,0.1591,5.75,0.1515,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17478,1496,312,811,159,485,0,159,52,15,23,0,25,440,178,215,242,16.0,3.2,3.6,0.7,2.1,0.0,0.7,0.2,0.1,0.1,0.0,0.2,1.9,0.8,0.9,1.1
51,Virginia,VA,51165,Rockingham County,51165,"Rockingham County, Virginia",849.793116599144,83905,0,35692,60,31612,422,13010,1207,1208,284,5591,487,7364,621,7323,777,16440,130,18363,0,10494,772,1126,255,1531,316,11264,284,1161,224,3068,431,501,135,1415,246,1962,32,15.9,1.5,2.8,0.7,17.7,1.5,12.8,1.1,8.8,0.9,19.6,0.2,21.9,0.0,12.6,0.9,3.5,0.8,1.9,0.4,13.4,0.3,3.3,0.6,8.6,1.2,1.6,0.4,4.5,0.8,2.3,0.0,0.3333,0.1136,0.1667,0.6212,0.7727,2.0075,0.3182,0.4773,0.7045,0.2879,0.1591,0.8182,2.447,0.5303,0.2197,0.2197,0.2197,0.447,0.5455,0.5,0.3409,0.5227,2.3561,0.4242,7.0303,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76912,5113,416,1882,176,6561,0,750,152,22,24,50,44,1747,356,252,221,16.2,1.3,2.2,0.2,7.8,0.0,0.9,0.2,0.0,0.1,0.1,0.1,2.1,0.4,0.3,0.3
51,Virginia,VA,51167,Russell County,51167,"Russell County, Virginia",473.523746888556,25763,0,12814,29,10438,319,7747,999,550,163,1849,330,3260,427,1540,359,5822,71,4704,72,8079,597,377,162,0,100,993,79,112,83,2617,306,60,53,690,217,461,11,30.4,3.9,5.9,1.8,17.7,3.1,17.1,2.3,6.0,1.4,22.6,0.3,18.3,0.3,31.7,2.3,3.6,1.5,0.0,0.4,3.9,0.3,0.9,0.6,20.4,2.4,0.6,0.5,6.6,2.0,1.8,0.0,0.8636,0.7803,0.1667,0.8561,0.2197,2.8864,0.6288,0.7197,0.3106,0.9848,0.1894,0.0,2.2045,0.2879,0.0152,0.0152,0.0152,0.1591,0.9015,0.1136,0.6364,0.4318,2.2424,0.3561,7.3485,0.4394,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,22260,3562,415,493,153,178,157,10,22,49,44,77,106,178,110,8,13,34.1,4.0,1.9,0.6,0.7,0.6,0.0,0.1,0.2,0.2,0.3,0.4,0.7,0.4,0.0,0.1
51,Virginia,VA,51169,Scott County,51169,"Scott County, Virginia",535.827049786316,21536,0,11793,44,8838,270,6195,673,278,113,1632,253,2749,269,1460,302,5348,101,3867,95,6084,482,347,127,0,100,850,40,182,90,2373,285,143,79,748,144,752,19,29.9,3.2,3.4,1.4,18.5,2.8,17.0,1.7,7.0,1.5,24.8,0.5,18.0,0.4,29.3,2.3,4.0,1.4,0.0,0.5,3.9,0.2,1.6,0.8,20.1,2.4,1.6,0.9,8.5,1.6,3.5,0.1,0.8182,0.2652,0.2273,0.8333,0.4848,2.6288,0.5606,0.8485,0.2424,0.9621,0.2879,0.0,2.3409,0.4015,0.0152,0.0152,0.0152,0.2879,0.8939,0.5,0.7955,0.6667,3.144,0.8106,8.1289,0.5909,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,16975,2463,242,252,94,323,0,23,31,22,25,33,53,183,78,14,19,27.9,2.6,1.2,0.4,1.5,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.8,0.4,0.1,0.1
51,Virginia,VA,51171,Shenandoah County,51171,"Shenandoah County, Virginia",508.079091329292,44337,0,21195,34,17542,345,9605,963,896,228,4263,467,3615,514,2825,490,9705,94,9439,104,7384,646,978,178,635,238,6396,188,1426,313,859,208,163,70,873,205,434,8,21.9,2.2,4.2,1.0,24.3,2.6,11.4,1.6,6.4,1.1,21.9,0.2,21.3,0.2,16.8,1.5,5.5,1.0,1.5,0.6,14.4,0.4,6.7,1.5,4.1,1.0,0.9,0.4,5.0,1.1,1.0,0.0,0.5455,0.4621,0.6894,0.553,0.3561,2.6061,0.553,0.6515,0.6591,0.6364,0.5076,0.7348,3.1894,0.8636,0.25,0.25,0.25,0.6667,0.4242,0.25,0.4242,0.2348,1.9999,0.25,8.0454,0.5758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37735,3074,379,1128,153,3550,0,533,57,10,12,11,17,1076,210,88,89,17.5,2.1,2.5,0.3,8.0,0.0,1.2,0.1,0.0,0.1,0.0,0.1,2.4,0.5,0.2,0.2
51,Virginia,VA,51173,Smyth County,51173,"Smyth County, Virginia",451.439505928166,29799,0,15125,57,12651,267,9099,741,402,126,2700,322,3334,375,2051,349,6683,75,5718,3,6563,628,972,204,194,116,1876,78,513,158,2810,367,169,72,1010,182,714,78,31.3,2.5,3.3,1.0,21.3,2.5,15.3,1.7,7.0,1.2,22.4,0.3,19.2,0.1,22.5,2.2,7.7,1.6,0.7,0.4,6.3,0.3,3.4,1.0,18.6,2.4,1.4,0.6,8.0,1.4,2.4,0.3,0.8864,0.2273,0.4773,0.7652,0.4848,2.841,0.6061,0.7045,0.4242,0.9394,0.8106,0.5152,3.3939,0.9242,0.0682,0.0682,0.0682,0.4621,0.8258,0.4015,0.75,0.5379,2.9773,0.7424,9.2804,0.7197,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,28820,2795,310,519,152,673,0,108,118,44,33,23,36,509,173,0,25,22.1,2.3,1.7,0.5,2.3,0.0,0.4,0.4,0.1,0.1,0.1,0.1,1.7,0.6,0.0,0.1
51,Virginia,VA,51175,Southampton County,51175,"Southampton County, Virginia",599.19546601654,18003,0,7737,27,6841,193,2346,343,454,137,1487,220,1750,251,1004,263,3752,20,3477,57,2998,332,384,118,17,84,7028,59,13,26,1218,257,93,62,342,127,1347,32,14.2,2.1,5.5,1.6,21.7,3.2,13.2,1.9,6.0,1.6,20.8,0.1,19.3,0.3,18.0,2.0,5.6,1.7,0.1,0.5,39.0,0.3,0.2,0.3,15.7,3.3,1.3,0.9,5.0,1.9,7.5,0.2,0.2424,0.7197,0.4924,0.6591,0.2197,2.3333,0.4394,0.5682,0.4318,0.7424,0.5303,0.0758,2.3485,0.4167,0.6742,0.6742,0.6742,0.0227,0.7576,0.3485,0.4242,0.8333,2.3863,0.4545,7.7423,0.5076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12958,1243,204,5398,323,395,0,59,20,54,42,0,21,1020,323,102,68,18.2,2.9,30.0,1.8,2.2,0.0,0.3,0.1,0.3,0.2,0.0,0.2,5.7,1.8,0.6,0.4
51,Virginia,VA,51177,Spotsylvania County,51177,"Spotsylvania County, Virginia",401.968150490116,141097,0,52516,47,49449,447,18029,1819,4210,609,10329,732,8479,765,10489,986,20566,39,34535,0,15059,851,2496,335,2129,375,49634,267,3712,441,1859,361,966,258,1528,344,388,6,12.9,1.3,5.6,0.8,20.9,1.5,9.0,0.8,7.5,0.7,14.6,0.1,24.5,0.0,10.7,0.6,5.1,0.7,1.6,100.0,35.2,0.2,7.1,0.8,3.5,0.7,2.0,0.5,3.1,0.7,0.3,0.0,0.1818,0.7348,0.4167,0.3106,0.5833,2.2272,0.4091,0.1667,0.9091,0.1136,0.4545,0.7652,2.4091,0.4848,0.6136,0.6136,0.6136,0.6818,0.4015,0.6894,0.1515,0.0682,1.9924,0.2424,7.2423,0.3939,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,114927,2924,470,23116,761,15971,0,3669,301,178,68,84,72,6245,908,371,166,5.9,0.9,16.4,0.5,11.3,0.0,2.6,0.2,0.1,0.1,0.1,0.1,4.4,0.6,0.3,0.1
51,Virginia,VA,51179,Stafford County,51179,"Stafford County, Virginia",269.204890136602,157606,0,52961,82,50313,502,13683,1734,3136,457,8313,715,7212,802,10632,1161,17275,53,41082,0,13009,944,3104,479,3816,621,69630,729,3266,563,1291,335,1181,317,964,200,3522,120,8.9,1.1,3.9,0.6,16.5,1.4,7.1,0.8,7.0,0.8,11.0,0.1,26.1,0.0,8.6,0.6,6.2,1.0,2.6,0.4,44.2,0.5,6.1,1.1,2.4,0.6,2.3,0.6,1.9,0.4,2.2,0.1,0.053,0.3788,0.0985,0.1894,0.4848,1.2045,0.1439,0.0455,0.9697,0.053,0.6515,0.8788,2.5985,0.6136,0.7727,0.7727,0.7727,0.6364,0.3485,0.8182,0.053,0.5,2.3561,0.4242,6.9318,0.3106,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,136261,2004,346,29338,1021,23520,0,5815,501,207,77,12,20,9675,1144,1063,486,4.0,0.7,18.6,0.6,14.9,0.0,3.7,0.3,0.1,0.1,0.0,0.1,6.1,0.7,0.7,0.3
51,Virginia,VA,51181,Surry County,51181,"Surry County, Virginia",278.949332798704,6546,0,3419,21,2745,172,1416,297,202,90,556,127,615,159,453,177,1572,32,1107,22,1122,180,169,75,14,67,3018,19,22,25,564,135,59,60,144,76,0,19,21.7,4.6,6.0,2.7,20.3,4.4,12.4,3.2,6.9,2.7,24.0,0.5,16.9,0.3,17.2,2.7,6.1,2.7,0.2,1.1,46.1,0.3,0.6,0.7,16.5,3.9,2.1,2.2,5.2,2.7,0.0,0.3,0.5227,0.7879,0.3788,0.6136,0.4394,2.7424,0.5985,0.8106,0.1439,0.6742,0.6212,0.1742,2.4241,0.5152,0.8106,0.8106,0.8106,0.0909,0.7652,0.7424,0.4621,0.0,2.0606,0.2955,8.0377,0.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076,710,160,2728,29,185,0,8,13,3,7,0,19,94,29,0,19,25.9,5.3,41.7,0.4,2.8,0.0,0.1,0.2,0.0,0.1,0.0,0.6,1.4,0.4,0.0,0.6
51,Virginia,VA,51183,Sussex County,51183,"Sussex County, Virginia",490.225602416306,10866,0,4665,45,3698,164,2129,345,229,109,875,174,1488,216,771,235,1998,7,1771,72,1636,243,263,81,25,82,6521,21,51,37,893,157,63,48,382,125,1506,89,22.6,3.7,5.0,2.4,23.7,4.6,18.7,2.7,8.2,2.5,18.4,0.1,16.3,0.7,17.4,2.6,7.1,2.2,0.2,0.8,60.0,0.2,1.1,0.8,19.1,3.4,1.7,1.3,10.3,3.4,13.9,0.8,0.5758,0.6212,0.6591,0.9167,0.6894,3.4622,0.803,0.3788,0.1136,0.697,0.7348,0.1742,2.0984,0.2273,0.9394,0.9394,0.9394,0.2348,0.8485,0.5682,0.8788,0.9242,3.4545,0.9167,9.9545,0.7727,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,10376,775,128,5934,100,382,0,50,36,2,5,0,21,153,94,0,21,21.0,3.5,54.6,0.9,3.5,0.0,0.5,0.3,0.0,0.1,0.0,0.4,1.4,0.9,0.0,0.4
51,Virginia,VA,51185,Tazewell County,51185,"Tazewell County, Virginia",518.790977803632,40392,0,19866,29,15800,445,11540,986,865,258,3342,462,3971,607,2467,396,9265,100,7943,97,7477,565,1004,283,42,112,2742,55,366,138,4568,480,106,54,1200,282,1530,25,29.8,2.5,5.7,1.6,21.2,2.9,13.6,2.1,6.3,1.0,22.9,0.2,19.7,0.2,19.1,1.4,6.4,1.8,0.1,0.3,6.8,0.1,1.8,0.7,23.0,2.4,0.7,0.3,7.6,1.8,3.8,0.1,0.8106,0.7576,0.4697,0.6894,0.3182,3.0455,0.6591,0.7348,0.5152,0.7727,0.6591,0.0758,2.7576,0.7424,0.0985,0.0985,0.0985,0.3258,0.9394,0.1667,0.7121,0.697,2.841,0.6818,8.7426,0.6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,42026,2545,289,1421,175,468,0,279,106,20,25,18,43,520,215,16,26,16.1,1.8,3.5,0.4,1.2,0.0,0.7,0.3,0.0,0.1,0.0,0.1,1.3,0.5,0.0,0.1
51,Virginia,VA,51187,Warren County,51187,"Warren County, Virginia",214.571724705288,40800,0,16794,35,15235,346,7064,1043,1172,287,3642,491,3196,397,4316,632,6772,142,8867,43,5839,536,873,257,272,136,6862,303,603,163,230,113,512,206,833,211,817,63,17.7,2.6,5.6,1.3,23.9,3.2,11.2,1.4,10.7,1.6,16.6,0.3,21.7,0.1,14.4,1.3,5.8,1.7,0.7,0.4,16.8,0.7,3.6,1.0,1.4,0.7,3.4,1.3,5.5,1.4,2.0,0.2,0.3864,0.7348,0.6667,0.5303,0.9015,3.2197,0.7273,0.2803,0.6894,0.4318,0.5758,0.5152,2.4925,0.553,0.303,0.303,0.303,0.5076,0.25,0.9394,0.5076,0.4924,2.697,0.6288,8.7122,0.6742,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,34317,1445,231,2106,280,2581,0,546,134,20,22,0,28,1322,361,287,207,9.5,1.5,5.2,0.7,6.3,0.0,1.3,0.3,0.0,0.1,0.0,0.1,3.2,0.9,0.7,0.5
51,Virginia,VA,51191,Washington County,51191,"Washington County, Virginia",561.192958131972,53985,0,25509,58,22013,353,10529,1043,1041,226,3987,410,4329,383,4261,606,12936,53,9308,98,11881,855,872,169,111,131,2825,206,687,168,3479,485,261,103,972,204,1633,82,20.1,2.0,4.2,0.9,18.1,1.8,10.8,0.9,8.0,1.1,24.0,0.1,17.2,0.2,22.3,1.6,4.0,0.8,0.2,0.3,5.2,0.4,2.7,0.7,13.6,1.9,1.1,0.5,4.4,0.9,3.0,0.2,0.4773,0.4621,0.2121,0.5076,0.6515,2.3106,0.4242,0.8106,0.1818,0.9318,0.2879,0.1742,2.3863,0.4545,0.0303,0.0303,0.0303,0.3712,0.7197,0.3106,0.3182,0.6061,2.3258,0.4091,7.053,0.3409,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,51015,4480,469,910,98,878,0,276,70,47,42,0,31,680,248,34,34,20.4,2.1,1.7,0.2,1.6,0.0,0.5,0.1,0.1,0.1,0.0,0.1,1.3,0.5,0.1,0.1
51,Virginia,VA,51193,Westmoreland County,51193,"Westmoreland County, Virginia",229.32597981410998,18480,0,11176,22,7832,387,5068,694,703,296,2262,357,2524,398,1573,432,4757,67,3368,76,3143,376,576,226,296,199,6932,159,117,106,941,233,221,119,477,174,136,8,27.7,3.8,9.1,3.7,28.9,4.3,18.1,2.9,8.6,2.4,25.7,0.4,18.2,0.4,17.2,2.0,7.4,2.9,1.7,1.1,37.5,0.9,1.0,0.9,8.4,2.1,2.8,1.5,6.1,2.1,0.7,0.0,0.7576,0.9621,0.8258,0.8864,0.7424,4.1743,0.9621,0.9015,0.2955,0.6742,0.7652,0.7955,3.4319,0.9318,0.6515,0.6515,0.6515,0.2121,0.5303,0.8561,0.5833,0.1439,2.3257,0.4015,10.5834,0.8788,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,12802,1592,307,4459,299,1259,0,204,33,27,37,0,21,856,277,127,144,20.3,3.7,24.1,1.6,6.8,0.0,1.1,0.2,0.1,0.2,0.0,0.2,4.6,1.5,0.7,0.8
51,Virginia,VA,51195,Wise County,51195,"Wise County, Virginia",403.43963617758,36105,0,16723,57,14052,396,10202,977,1271,297,3191,429,5106,560,2633,439,6909,86,6860,37,9267,657,853,220,97,114,3338,133,554,207,4397,587,93,54,1369,197,2961,88,30.7,2.9,9.1,2.2,22.7,3.0,19.6,2.2,7.8,1.3,19.1,0.2,19.0,0.1,27.4,1.9,6.1,1.6,0.3,0.3,9.2,0.4,3.3,1.2,26.3,3.5,0.6,0.4,9.7,1.3,8.2,0.2,0.8712,0.9621,0.5833,0.9394,0.6288,3.9848,0.9318,0.4318,0.3864,0.9545,0.6212,0.2348,2.6287,0.6364,0.1515,0.1515,0.1515,0.447,0.9697,0.1136,0.8485,0.8561,3.2349,0.8485,9.9999,0.7879,0,1,0,1,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,36445,3739,396,1662,223,482,0,389,174,46,34,0,28,671,223,88,81,26.6,2.7,4.6,0.6,1.3,0.0,1.1,0.5,0.1,0.1,0.0,0.1,1.9,0.6,0.2,0.2
51,Virginia,VA,51197,Wythe County,51197,"Wythe County, Virginia",461.951930178796,28275,0,14040,63,12424,312,6799,810,688,225,2379,411,2049,317,1693,377,6110,102,5492,36,5809,437,742,234,153,117,1902,100,375,187,2688,391,105,68,1043,239,223,10,24.3,2.9,5.2,1.7,19.1,3.3,9.9,1.5,6.0,1.3,21.6,0.4,19.4,0.1,20.7,1.6,6.0,1.9,0.6,0.4,6.7,0.4,2.7,1.3,19.1,2.8,0.8,0.5,8.4,1.9,0.8,0.0,0.6212,0.6591,0.2576,0.3864,0.2197,2.144,0.3712,0.6212,0.447,0.8636,0.6136,0.4394,2.9848,0.8182,0.0909,0.0909,0.0909,0.3712,0.8485,0.197,0.7803,0.197,2.394,0.4621,7.6137,0.4848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26768,2390,359,609,133,402,0,214,3,19,19,20,29,582,140,56,84,19.2,2.8,2.2,0.5,1.4,0.0,0.8,0.1,0.1,0.1,0.1,0.1,2.1,0.5,0.2,0.3
51,Virginia,VA,51199,York County,51199,"York County, Virginia",104.70127934836,70238,0,27905,70,25878,314,5649,988,1404,376,5166,559,2214,407,2614,517,11958,86,16390,0,7705,650,1712,349,924,301,22396,327,2755,397,352,169,214,111,1016,237,1192,70,8.2,1.4,4.2,1.1,20.0,2.1,4.7,0.9,4.0,0.8,17.0,0.1,23.3,0.0,11.7,1.0,6.7,1.3,1.4,0.5,31.9,0.5,9.9,1.4,1.3,0.6,0.8,0.4,3.9,0.9,1.7,0.1,0.0227,0.4621,0.3409,0.0303,0.0682,0.9242,0.0909,0.3106,0.8485,0.1818,0.697,0.6818,2.7197,0.7121,0.5682,0.5682,0.5682,0.7424,0.2348,0.197,0.25,0.4015,1.8257,0.1591,6.0378,0.1894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57235,1967,314,9155,365,5100,0,3884,319,102,58,98,118,3619,540,438,230,7.6,1.2,13.0,0.5,7.3,0.0,5.5,0.5,0.1,0.1,0.1,0.2,5.2,0.8,0.6,0.3
